Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,464352,79,5877.9,5952.0,4896,6944,544.2,_post_update_kernel
0.0,432512,3,144170.7,141472.0,140800,150240,5266.9,"void deep_gemm::sm120_fp8_fp4_gemm_1d1d_impl<(unsigned int)0, (unsigned int)6144, (unsigned int)4096, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)64, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)48, (deep_gemm::GemmType)0, (bool)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (unsigned int)64, (unsigned int)1>(T19 *, const T19 *, __nv_fp8_e4m3 *, __nv_fp8_e4m3 *, int *, CUtensorMap_st *, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.0,392128,158,2481.8,2432.0,2016,4672,313.1,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,372576,68,5479.1,5216.0,4832,8256,727.6,nvjet_sm121_tst_mma_192x24x32_7_64x24x32_tmaAB_bz_TNNN
0.0,369472,395,935.4,928.0,896,1280,26.3,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
0.0,364063,158,2304.2,2304.0,2112,2848,151.7,"void flashinfer::sampling::StableSortTopKByValueKernel<(unsigned int)32, (unsigned int)4, int, __nv_bfloat16>(T3 *, T4 *, unsigned int, unsigned int)"
0.0,336160,78,4309.7,4288.0,3808,5952,275.2,_prepare_uniform_decode_kernel
0.0,335232,317,1057.5,992.0,928,2176,161.3,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<int>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,330720,158,2093.2,2112.0,1728,3840,205.1,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,303200,157,1931.2,2080.0,1472,4160,547.5,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<int, int, int, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, int) (instance 1)]>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,294112,34,8650.4,7648.0,7552,38240,5240.2,chunk_kda_scaled_dot_kkt_fwd_kernel_intra_sub_intra
0.0,284672,34,8372.7,8000.0,7744,10784,886.1,chunk_gla_fwd_kernel_o
0.0,277376,78,3556.1,3280.0,1248,12416,1150.3,_insert_resampled_kernel
0.0,274112,158,1734.9,1184.0,896,8992,1070.5,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_ge_lt_mul_sub_0
0.0,263616,34,7753.4,6864.0,5056,25344,3683.9,_causal_conv1d_fwd_kernel
0.0,262688,78,3367.8,3680.0,2592,5312,559.8,_rejection_kernel
0.0,260768,34,7669.6,7232.0,7200,19104,2026.6,merge_16x16_to_64x64_inverse_kernel
0.0,254208,79,3217.8,3200.0,3072,3648,86.2,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_32x1_tn_align8>(T1::Params)
0.0,251872,79,3188.3,3200.0,3136,3392,32.1,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,245824,79,3111.7,3104.0,928,4192,473.2,_scatter_num_accepted_kernel
0.0,241984,79,3063.1,2976.0,2912,4928,248.1,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)4, (bool)1>(T1 *, const T1 *, long, long, long, long, long, const T1 *, long, float, int, int)"
0.0,238016,42,5667.0,6992.0,1216,9504,3046.7,"void vllm::moe::count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
0.0,224608,34,6606.1,6384.0,6048,9472,763.7,chunk_kda_scaled_dot_kkt_fwd_kernel_intra_sub_inter
0.0,223744,79,2832.2,2592.0,2496,6720,910.4,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,223584,79,2830.2,2848.0,800,4384,642.6,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,207456,79,2626.0,2432.0,2368,14752,1394.5,_compute_slot_mappings_kernel
0.0,205600,78,2635.9,2240.0,2144,6080,639.3,_resample_kernel
0.0,202784,34,5964.2,5664.0,5536,13920,1413.7,recompute_w_u_fwd_kernel
0.0,201780,158,1277.1,1312.0,992,2496,249.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,190144,79,2406.9,2464.0,1888,3328,254.7,postprocess_mamba_fused_kernel
0.0,188672,3,62890.7,64288.0,60096,64288,2420.3,"void deep_gemm::sm120_fp8_fp4_gemm_1d1d_impl<(unsigned int)0, (unsigned int)4096, (unsigned int)3072, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)64, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)3, (unsigned int)128, (unsigned int)256, (unsigned int)48, (deep_gemm::GemmType)0, (bool)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (unsigned int)64, (unsigned int)1>(T19 *, const T19 *, __nv_fp8_e4m3 *, __nv_fp8_e4m3 *, int *, CUtensorMap_st *, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.0,187296,34,5508.7,5344.0,5056,8000,655.9,chunk_gated_delta_rule_fwd_kernel_h_blockdim64
0.0,186304,22,8468.4,8480.0,6208,17056,2326.6,nvjet_sm121_tst_mma_192x16x64_3_32x16x64_tmaAB_splitK_TNNN
0.0,175392,79,2220.2,2176.0,2144,2752,106.9,_selector_walk_kernel
0.0,172864,1,172864.0,172864.0,172864,172864,0.0,_zero_kv_blocks_kernel
0.0,171872,79,2175.6,1984.0,1920,13664,1368.4,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,167136,42,3979.4,3696.0,2688,11424,1324.1,"void vllm::moe::moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
0.0,150400,79,1903.8,1888.0,1824,3200,157.5,precopy_mamba_align_fused_kernel
0.0,147136,34,4327.5,3920.0,3584,10816,1372.7,kda_gate_cumsum_fwd_kernel
0.0,143040,79,1810.6,1760.0,1696,2720,213.4,_combine_sampled_and_draft_tokens_kernel
0.0,141632,79,1792.8,1600.0,1536,9920,975.1,preprocess_mamba_align_fused_kernel
0.0,135456,80,1693.2,1696.0,1632,1952,37.8,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)0, at::native::OpaqueType<(int)8>, long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,127136,78,1629.9,1600.0,1568,2400,144.8,"void deep_gemm::sched::sm120_paged_mqa_logits_metadata<(unsigned int)32, (unsigned int)128, (unsigned int)48, (bool)0>(unsigned int, unsigned int, bool, unsigned int, const unsigned int *, const unsigned int *, unsigned int *)"
0.0,120768,79,1528.7,1408.0,1408,9504,909.6,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,106944,34,3145.4,3040.0,2496,4640,432.9,_scatter_states_kernel
0.0,105632,79,1337.1,1312.0,1280,2208,147.1,_get_num_sampled_and_rejected_kernel
0.0,102784,78,1317.7,1056.0,1024,6976,943.1,_expand_idx_mapping_kernel
0.0,101568,79,1285.7,1280.0,1248,1536,35.4,_prepare_pos_seq_lens_kernel
0.0,99072,79,1254.1,1216.0,1184,2400,145.8,_compressed_slot_mapping_kernel
0.0,93056,11,8459.6,5920.0,5344,30848,7476.6,void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x5_nn_align1>(T1::Params)
0.0,92448,90,1027.2,1024.0,992,1184,31.1,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,91744,68,1349.2,1344.0,1088,4384,427.2,l2norm_fwd_kernel2
0.0,83776,68,1232.0,736.0,672,15232,2033.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,77632,34,2283.3,1856.0,1792,14624,2186.8,_gather_initial_states_kernel
0.0,76608,79,969.7,928.0,896,3936,338.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,67168,34,1975.5,1056.0,1024,22880,3783.7,triton_poi_fused__to_copy_sigmoid_0
0.0,66080,79,836.5,800.0,800,2368,175.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,48160,11,4378.2,4000.0,1696,9216,2153.7,_kpool_softmax_rotate_write_cache_kernel
0.0,35520,11,3229.1,2688.0,2624,8096,1619.6,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, float, float, float, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,28224,11,2565.8,2304.0,2240,5056,827.8,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::CompareFunctor<int>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,19360,11,1760.0,1536.0,1376,3392,587.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,18496,11,1681.5,1376.0,1312,3520,723.6,_kpool_tail_seed_kernel
0.0,18080,11,1643.6,1504.0,1472,2080,249.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<long>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,15168,4,3792.0,4064.0,1440,5600,1728.9,_apply_write_kernel
0.0,15072,11,1370.2,1280.0,1248,1920,191.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,13472,11,1224.7,1216.0,1184,1408,64.1,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,11808,1,11808.0,11808.0,11808,11808,0.0,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,6656,1,6656.0,6656.0,6656,6656,0.0,_gumbel_sample_kernel
0.0,6496,4,1624.0,1328.0,1056,2784,784.0,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,5408,4,1352.0,1072.0,1056,2208,570.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,3776,1,3776.0,3776.0,3776,3776,0.0,kernel
0.0,3680,1,3680.0,3680.0,3680,3680,0.0,"void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>, (int)4, TrivialOffsetCalculator<(int)0, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
0.0,3104,2,1552.0,1552.0,1504,1600,67.9,"void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>, (int)4, TrivialOffsetCalculator<(int)0, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
0.0,3040,1,3040.0,3040.0,3040,3040,0.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
0.0,3040,1,3040.0,3040.0,3040,3040,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>>(T1, int)"
0.0,2464,1,2464.0,2464.0,2464,2464,0.0,_copy_page_indices_kernel
0.0,2432,1,2432.0,2432.0,2432,2432,0.0,"void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>, (int)4, TrivialOffsetCalculator<(int)0, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
0.0,2304,1,2304.0,2304.0,2304,2304,0.0,_prepare_prefill_inputs_kernel
0.0,1728,1,1728.0,1728.0,1728,1728,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T1, int)"
0.0,1568,1,1568.0,1568.0,1568,1568,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<int, int, int, unsigned int, std::plus<int>>::Policy1000, const int *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, std::plus<int>, at_cuda_detail::cub::NullType, unsigned int, int, (bool)0, at_cuda_detail::cub::NullType>(T2, T3, T4, int, T5, T6, T7)"
0.0,1280,1,1280.0,1280.0,1280,1280,0.0,"void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long>>::Policy1000, const long *, long *, at_cuda_detail::cub::ScanTileState<long, (bool)1>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, (bool)0, at_cuda_detail::cub::NullType>(T2, T3, T4, int, T5, T6, T7)"
0.0,992,1,992.0,992.0,992,992,0.0,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1, (int)16>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
