Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.3,41711168,168,248280.8,294800.0,111264,502400,92858.1,"void deep_gemm::sm120_fp8_fp4_gemm_1d1d_impl<(unsigned int)0, (unsigned int)4096, (unsigned int)512, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)64, (unsigned int)64, (unsigned int)64, (unsigned int)128, (unsigned int)4, (unsigned int)128, (unsigned int)256, (unsigned int)48, (deep_gemm::GemmType)0, (bool)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (unsigned int)64, (unsigned int)1>(T19 *, const T19 *, __nv_fp8_e4m3 *, __nv_fp8_e4m3 *, int *, CUtensorMap_st *, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.3,41165600,33,1247442.4,1259296.0,754688,1834624,209445.7,nvjet_sm121_tst_mma_256x112x64_2_64x56x64_tmaAB_bz_TNNN
0.3,39338013,2142,18365.1,15824.0,1888,68064,15191.7,"void per_token_group_quant_8bit_packed_register_kernel<c10::BFloat16, c10::Float8_e4m3fn, (int)128, (int)4, (int)4>(const T1 *, void *, unsigned int *, int, int, int, int, int, long, float, float, float)"
0.3,39190206,1734,22601.0,2240.0,2144,448672,77038.9,layer_norm_gated_fwd_kernel
0.3,38891872,44,883906.2,1031792.0,373632,1449536,330356.0,void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x5_nn_align1>(T1::Params)
0.2,34949120,517,67599.8,67104.0,65408,133120,3485.0,"void gemmSN_NN_kernel<float, (int)256, (int)4, (int)2, (int)8, (int)4, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
0.2,33790528,44,767966.5,854672.0,401984,1239808,260285.5,"void deep_gemm::sm120_fp8_mqa_logits<(unsigned int)32, (unsigned int)128, (bool)0, (unsigned int)4, (unsigned int)128, (unsigned int)2, (unsigned int)3, (unsigned int)48, (unsigned int)128, (unsigned int)256, float>(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int *, unsigned int *, T11 *, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.2,30584192,1974,15493.5,16944.0,2752,31296,5974.4,"void vllm::moe::single_group_topk::detail::single_group_topk_block_kernel<float, float, int, (vllm::moe::ScoringFunc)1, (int)384, (int)8>(const T1 *, float *, T3 *, const T2 *, long, long, bool, float, bool)"
0.2,29123616,204,142762.8,138256.0,81856,257120,36842.3,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_tn_align8>(T1::Params)
0.2,27599968,272,101470.5,120256.0,37472,175008,40875.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.2,25114976,4411,5693.7,832.0,608,389312,32396.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.2,23719520,22,1078160.0,1019888.0,1013568,2140928,239693.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_tn_align8>(T1::Params)
0.2,23616736,136,173652.5,213216.0,76288,388960,72119.0,merge_16x16_to_64x64_inverse_kernel
0.2,22416288,306,73255.8,4512.0,4384,1171520,250833.7,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::MeanOps<c10::BFloat16, float, float, c10::BFloat16>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
0.2,22247101,1598,13921.8,13872.0,11552,51040,1309.7,fused_recurrent_gated_delta_rule_fwd_kernel
0.1,21038624,141,149210.1,148928.0,146880,154464,1401.5,"void deep_gemm::sm120_fp8_fp4_gemm_1d1d_impl<(unsigned int)0, (unsigned int)4, (unsigned int)4096, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)16, (unsigned int)64, (unsigned int)64, (unsigned int)64, (unsigned int)0, (unsigned int)10, (unsigned int)128, (unsigned int)256, (unsigned int)48, (deep_gemm::GemmType)0, (bool)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (unsigned int)128, (unsigned int)1>(T19 *, const T19 *, __nv_fp8_e4m3 *, __nv_fp8_e4m3 *, int *, CUtensorMap_st *, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.1,19828832,561,35345.5,1824.0,1728,621664,121269.0,_convert_req_index_to_global_index_kernel
0.1,19321632,44,439128.0,402608.0,210720,2039904,355474.2,"void vllm::topKPerRowPrefill<(int)512, (bool)0>(const float *, const int *, const int *, int *, int, int, int, int)"
0.1,17974976,12,1497914.7,1821920.0,730272,1987232,509713.5,"void deep_gemm::sm120_fp8_fp4_gemm_1d1d_impl<(unsigned int)0, (unsigned int)6144, (unsigned int)4096, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)64, (unsigned int)64, (unsigned int)64, (unsigned int)128, (unsigned int)4, (unsigned int)128, (unsigned int)256, (unsigned int)48, (deep_gemm::GemmType)0, (bool)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (unsigned int)64, (unsigned int)1>(T19 *, const T19 *, __nv_fp8_e4m3 *, __nv_fp8_e4m3 *, int *, CUtensorMap_st *, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.1,16940864,34,498260.7,465648.0,453280,880736,90076.8,nvjet_sm121_tst_mma_128x224x64_2_64x56x64_tmaAB_bz_TNNN
0.1,16793215,561,29934.4,1280.0,1216,511424,105183.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.1,16092736,765,21036.3,1120.0,992,489984,88201.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,15988472,2115,7559.6,2112.0,1183,68320,11684.1,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)1, (bool)0>(T1 *, const T1 *, int, float, float, float)"
0.1,15500096,1974,7852.1,1600.0,896,121344,14253.4,"void deep_gemm::sm120_split_k_reduce_impl<cutlass::bfloat16_t, (unsigned int)4>(T1 *, const float *, unsigned int, unsigned int, int, int)"
0.1,13757824,561,24523.8,896.0,832,627168,88205.8,_expand_pools_and_append_tail_kernel
0.1,12945088,561,23075.0,3488.0,3424,347904,72435.9,_fwht_quant_kernel
0.1,12278399,517,23749.3,23328.0,19840,44608,2179.8,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x2_nn_align8>(T1::Params)
0.1,11216576,517,21695.5,20768.0,18656,40448,2626.7,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x2_tn_align8>(T1::Params)
0.1,10186109,180,56589.5,47872.0,6719,541664,100618.0,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)1, (bool)1>(T1 *, const T1 *, int, float, float, float)"
0.1,9914464,517,19176.9,19072.0,18752,28032,524.1,"void vllm::topKPerRowDecode<(int)1024, (bool)1, (bool)0, (bool)1>(const float *, const int *, int *, int, int, int, int, int, float *, int, const int *)"
0.1,9812888,168,58410.0,64720.0,34592,112320,14920.2,"void vllm::moe::single_group_topk::detail::single_group_topk_warp_kernel<float, float, int, (vllm::moe::ScoringFunc)1, (int)384, (int)8>(const T1 *, float *, T3 *, const T2 *, long, long, long, bool, float, bool)"
0.1,9634016,153,62967.4,22304.0,6560,650624,84622.4,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
0.1,9269088,12,772424.0,942368.0,378688,1042592,262048.7,"void deep_gemm::sm120_fp8_fp4_gemm_1d1d_impl<(unsigned int)0, (unsigned int)4096, (unsigned int)3072, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)64, (unsigned int)64, (unsigned int)64, (unsigned int)128, (unsigned int)4, (unsigned int)128, (unsigned int)256, (unsigned int)48, (deep_gemm::GemmType)0, (bool)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (unsigned int)64, (unsigned int)1>(T19 *, const T19 *, __nv_fp8_e4m3 *, __nv_fp8_e4m3 *, int *, CUtensorMap_st *, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.1,9222720,1598,5771.4,5760.0,3424,19264,827.2,_causal_conv1d_update_kernel
0.1,9193915,5543,1658.7,1248.0,992,30272,1390.4,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.1,8953280,22,406967.3,398128.0,277824,627648,125685.0,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params)
0.1,8866816,141,62885.2,62848.0,60864,65856,1012.7,"void deep_gemm::sm120_fp8_fp4_gemm_1d1d_impl<(unsigned int)0, (unsigned int)4, (unsigned int)3072, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)16, (unsigned int)64, (unsigned int)64, (unsigned int)64, (unsigned int)0, (unsigned int)10, (unsigned int)128, (unsigned int)256, (unsigned int)48, (deep_gemm::GemmType)0, (bool)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (unsigned int)128, (unsigned int)1>(T19 *, const T19 *, __nv_fp8_e4m3 *, __nv_fp8_e4m3 *, int *, CUtensorMap_st *, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.1,7990336,51,156673.3,1984.0,1920,2717152,573408.0,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.1,7681696,561,13692.9,1504.0,1440,222240,45585.6,_fused_q_kv_rmsnorm_kernel
0.0,7086752,517,13707.5,13376.0,13152,16928,932.7,"void vllm::topKPerRowDecode<(int)512, (bool)1, (bool)1, (bool)0>(const float *, const int *, int *, int, int, int, int, int, float *, int, const int *)"
0.0,6094176,871,6996.8,1984.0,1024,187168,26046.2,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,5864640,11,533149.1,522240.0,442208,731168,73024.0,nvjet_sm121_tst_mma_128x176x64_2_32x88x64_tmaAB_bz_TNNN
0.0,5487680,4,1371920.0,1326576.0,1318368,1516160,96246.9,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
0.0,5411904,255,21223.2,21088.0,19584,30784,916.8,"kernel_mha(unsigned int, unsigned int, unsigned int, const unsigned int *, unsigned int, float, const float *, Vec<__nv_bfloat16, (unsigned int)128> *, const Vec<__nv_bfloat16, (unsigned int)128> *, const unsigned int *, const float *, KVCacheList<(bool)1>, unsigned int, float, const float *, unsigned int, unsigned int, unsigned int, unsigned int *, void *)"
0.0,4525952,561,8067.7,3904.0,1664,237792,19220.0,"void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)"
0.0,4305663,517,8328.2,8256.0,7168,17440,801.2,"void deep_gemm::sm120_fp8_paged_mqa_logits<(unsigned int)1, (unsigned int)32, (unsigned int)128, (unsigned int)64, (bool)1, (bool)0, (unsigned int)2, (unsigned int)3, (unsigned int)128, (unsigned int)128, (unsigned int)256, float>(unsigned int, unsigned int, unsigned int, const unsigned int *, T12 *, const unsigned int *, const unsigned int *, const unsigned int *, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
0.0,4064032,11,369457.5,368896.0,338016,425920,25646.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
0.0,3954432,168,23538.3,27760.0,7904,64480,10742.0,"void vllm::moe::moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int *, int, int, int, int, unsigned long, int *, int, int, bool)"
0.0,3937984,1156,3406.6,736.0,576,52000,8472.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,3764125,2091,1800.2,1824.0,1440,6752,297.5,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,3682752,292,12612.2,5120.0,1248,291936,26932.3,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
0.0,3465536,68,50963.8,52464.0,34496,70368,14545.0,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_64x3_tn_align8>(T1::Params)
0.0,3239456,1020,3175.9,2880.0,2656,14272,737.7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,3203264,153,20936.4,2080.0,1984,499136,85974.1,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)2, (bool)1>(T1 *, const T1 *, long, long, long, long, long, const T1 *, long, float, int, int)"
0.0,3038368,11,276215.3,270528.0,188448,351584,51143.6,nvjet_sm121_tst_mma_160x128x64_2_80x32x64_tmaAB_bz_TNNN
0.0,2861728,1020,2805.6,2720.0,2496,30592,910.7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::BFloat16>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,2757600,517,5333.8,5440.0,2656,7552,798.2,_kpool_decode_update_batched_kernel
0.0,2659584,510,5214.9,3424.0,1920,98752,9437.4,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
0.0,2642656,168,15730.1,15536.0,4864,48960,6958.0,"void vllm::moe::count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, int *, unsigned long, int, int, int, bool)"
0.0,2546240,153,16642.1,1952.0,1888,285408,56832.2,"void per_token_group_quant_8bit_packed_register_kernel<c10::BFloat16, c10::Float8_e4m3fn, (int)128, (int)8, (int)2>(const T1 *, void *, unsigned int *, int, int, int, int, int, long, float, float, float)"
0.0,2399840,11,218167.3,219616.0,172192,240416,17596.4,nvjet_sm121_tst_mma_128x96x64_3_64x24x64_tmaAB_bz_TNNN
0.0,1590688,102,15595.0,1952.0,1696,496064,73898.7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,1533216,11,139383.3,141376.0,101088,154016,13758.1,nvjet_sm121_tst_mma_96x128x64_3_48x32x64_tmaAB_bz_TNNN
0.0,1509664,11,137242.2,139936.0,97312,171808,17238.6,nvjet_sm121_tst_mma_64x128x64_4_64x32x64_tmaAB_bz_TNNN
0.0,1381664,510,2709.1,2592.0,2304,5440,347.1,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8, (bool)1>(T1 *, long, T1 *, const T1 *, float, int, int, long)"
0.0,1341920,4,335480.0,320480.0,103296,597664,211919.7,_zero_kv_blocks_kernel
